"user_id","username","name","first_name","last_name","location","bio","website","websites","followers_count","following_count","media_count","statuses_count","favourites_count","listed_count","fast_followers_count","normal_followers_count","followed_by","following","profile_banner_url","profile_url","avatar_url","can_dm","can_media_tag","verified","is_blue_verified","created_at"
"1585859379995168770","Sam_Yap1011","Sam_hsiung","Sam_hsiung","","Malaysia","","","",65,589,0,0,6075,2,0,65,,,,"https://www.twitter.com/Sam_Yap1011","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",false,true,false,false,"2022/10/28 01:02:47"
"1304393015536959489","JWongvk","Johnson WongVK","Johnson","WongVK","","Male","","",211,716,0,42,4469,3,0,211,,,"https://pbs.twimg.com/profile_banners/1304393015536959489/1600165917","https://www.twitter.com/JWongvk","https://pbs.twimg.com/profile_images/1304393547924172800/MexiGh3E_normal.jpg",false,true,false,false,"2020/9/11 08:15:28"
"1467731373209243653","Roger_red72","Roger Rodríguez","Roger","Rodríguez","","","","",26,240,0,6,2154,0,0,26,,,"https://pbs.twimg.com/profile_banners/1467731373209243653/1641676012","https://www.twitter.com/Roger_red72","https://pbs.twimg.com/profile_images/1479922572795994113/P-ub5FSY_normal.jpg",false,true,false,false,"2021/12/6 00:46:08"
"3973444425","makuhhin","Aleksandr Makuhhin","Aleksandr","Makuhhin","","","","",213,196,14,510,17766,2,0,213,,,,"https://www.twitter.com/makuhhin","https://pbs.twimg.com/profile_images/655070795480342528/mZJSqZ-d_normal.jpg",false,true,false,false,"2015/10/16 13:16:13"
"1116683354064052229","MOCCHY_IN_TOKYO","倉持達哉(もっちー)","倉持達哉(もっちー)","","東京都稲城市　出身","","https://linkbio.co/mocchystyle","https://linkbio.co/mocchystyle",451,80,135,1070,237006,2,0,451,,,"https://pbs.twimg.com/profile_banners/1116683354064052229/1683339268","https://www.twitter.com/MOCCHY_IN_TOKYO","https://pbs.twimg.com/profile_images/1481245514452508672/xUELb70L_normal.jpg",true,true,false,false,"2019/4/12 08:43:53"
"3282555948","XtyleMen","XTYLE MEN","XTYLE","MEN","From London to Worldwide","𝙏𝙝𝙚 𝘽𝙚𝙨𝙩 𝙤𝙛 𝙈𝙚𝙣𝙨𝙩𝙮𝙡𝙚 • 𝙂𝙞𝙧𝙡𝙨 𝙂𝙞𝙧𝙡𝙨 𝙂𝙞𝙧𝙡𝙨  & other Interesting Gentleman Quality Stuff ☛ Cars • Fashion • Food  • NSFW 🔞","","",4537,2580,1511,13547,26085,105,0,4537,,,"https://pbs.twimg.com/profile_banners/3282555948/1668499104","https://www.twitter.com/XtyleMen","https://pbs.twimg.com/profile_images/1592426781331578880/aJ7kVOYk_normal.jpg",true,true,false,false,"2015/7/17 12:52:16"
"1508064635034824704","theyudai","Yuda Issantoto","Yuda","Issantoto","","Unity In Truth 🇮🇩","","",122,61,7,1306,4764,1,0,122,,,"https://pbs.twimg.com/profile_banners/1508064635034824704/1676020161","https://www.twitter.com/theyudai","https://pbs.twimg.com/profile_images/1622790109140770818/ShrbmfL-_normal.jpg",false,true,false,false,"2022/3/27 08:53:44"
"1156552209217155072","kokuyou0731","黒曜姫鶴(十六夜)@筑前国","黒曜姫鶴(十六夜)@筑前国","","筑前国の本丸と懲戒部門","アイコンはうちのココロンで鬼っ子コーデの白夢と黒夢で20↑｡
LoVはこはこく推し､とうらぶは箱押しで特に三条がニ振りと大太刀兄弟+α面影さんが尊い審神者地雷は無しの夢女子兼腐女子｡LC､LoRは🖤❤️🧡が特に好き､シノアリスの推しはかぐや様､詳しくはツイフィールにて雑垢＆趣味垢　#黒鶴支部","http://twpf.jp/kokuyou0731","http://twpf.jp/kokuyou0731",1092,1332,488,41179,331080,17,0,1092,,,"https://pbs.twimg.com/profile_banners/1156552209217155072/1666859996","https://www.twitter.com/kokuyou0731","https://pbs.twimg.com/profile_images/1762502485225443328/OGTY9OZC_normal.jpg",true,false,false,false,"2019/7/31 09:08:29"
"982672277421436928","book_worm_ck","🕸","🕸","","バッドエンド村(からメリバ村に移住したい𖤣𖠿𖤣)","性癖タレ流し読み専垢(R18G𠷡TLBL一二次商業マンガ)合言葉は『愛があればだいたいイける！』⚠︎スケベも流すので注意⚠20歳以下はフォロー御遠慮ください⚠︎(審神者3年目🦅推しの話はサブ垢で☞@san_chomoこの垢作った時のツイフィ☞https://t.co/VQEjjlg2l5","https://twpf.jp/book_worm_ck","https://twpf.jp/book_worm_ck",90,97,2475,86621,235607,0,0,90,,,"https://pbs.twimg.com/profile_banners/982672277421436928/1626202146","https://www.twitter.com/book_worm_ck","https://pbs.twimg.com/profile_images/1774645568700334080/yCiBslkj_normal.jpg",true,false,false,false,"2018/4/7 13:31:42"
"3095587643","mooga1956","just a guy","just","a guy","in my dreams ","love beautiful things in life. not all pictures are mine. adult content 18 + male","","",461,218,4001,93675,182560,1,0,461,,,"https://pbs.twimg.com/profile_banners/3095587643/1672055633","https://www.twitter.com/mooga1956","https://pbs.twimg.com/profile_images/1638246571568427025/8uYjLsKU_normal.jpg",true,false,false,true,"2015/3/18 18:50:24"
"2571538749","trainer6880","Brad Pate","Brad","Pate","","","","",291,129,0,2,13209,3,0,291,,,,"https://www.twitter.com/trainer6880","https://pbs.twimg.com/profile_images/472208724044840960/eQ8Czrqx_normal.jpeg",false,true,false,false,"2014/5/29 22:51:09"
"1471539986340188161","OldMan84016396","Old Man","Old","Man","","","","",163,204,0,2273,10914,3,0,163,,,,"https://www.twitter.com/OldMan84016396","https://pbs.twimg.com/profile_images/1471540206432133120/jF9n2CA0_normal.png",false,true,false,false,"2021/12/16 12:58:19"
"1449368965893943308","YWLee18315698","YW Lee","YW","Lee","","","","",311,418,12,12,7221,0,0,311,,,,"https://www.twitter.com/YWLee18315698","https://pbs.twimg.com/profile_images/1449369041475293190/7VoLr1v1_normal.jpg",false,true,false,false,"2021/10/16 09:38:01"
"1527265795256238081","DaGu_1107","daniel gunawan","daniel","gunawan","","Haiyaaa...","","",318,268,0,0,47570,3,0,318,,,,"https://www.twitter.com/DaGu_1107","https://pbs.twimg.com/profile_images/1527265924944121856/egswU141_normal.jpg",false,true,false,false,"2022/5/19 08:32:26"
"1780326254190747648","ArjonaGonz53824","GONZALEZ ARJONA JOSE LUIS","GONZALEZ","ARJONA JOSE LUIS","","","","",132,600,2,5,329,0,0,132,,,,"https://www.twitter.com/ArjonaGonz53824","https://pbs.twimg.com/profile_images/1781073783299674112/8mcfQbNs_normal.jpg",true,true,false,false,"2024/4/16 16:04:29"
"1510969266295783433","blackwi43105532","black withe","black","withe","","tolerantní , společenský, mající smysl pro humor","","",1055,191,9,5220,13919,30,0,1055,,,"https://pbs.twimg.com/profile_banners/1510969266295783433/1651793130","https://www.twitter.com/blackwi43105532","https://pbs.twimg.com/profile_images/1522356840146821120/yC6nGPK6_normal.jpg",false,true,false,false,"2022/4/4 09:15:50"
"2211350862","Nessa_Finessa_","Vanessa","Vanessa","","","Consisting of any and everything.","","",253,218,77,13240,207661,4,0,253,,,"https://pbs.twimg.com/profile_banners/2211350862/1599966405","https://www.twitter.com/Nessa_Finessa_","https://pbs.twimg.com/profile_images/1523130912053022721/atsHHkeh_normal.jpg",true,false,false,false,"2013/11/23 16:13:29"
"1546729942020505601","drbi21","DRBI","DRBI","","","","","",202,77,0,284,10117,0,0,202,,,,"https://www.twitter.com/drbi21","https://pbs.twimg.com/profile_images/1546730139291107330/R3YFf9uN_normal.png",false,true,false,false,"2022/7/12 01:36:16"
"1238845212870553600","AnkurHalderMe","Ankur Halder","Ankur","Halder","Kolkata","SOON TO BE OBSOLETE FROM THE WORLD....","","",637,311,0,4,369948,5,0,637,,,"https://pbs.twimg.com/profile_banners/1238845212870553600/1600360661","https://www.twitter.com/AnkurHalderMe","https://pbs.twimg.com/profile_images/1306454362596626432/_ZEf9FCl_normal.jpg",false,true,false,false,"2020/3/14 11:11:47"
